xp_7d,empty_sessions,easy_tasks,days_since_last,streak_days,tasks_completed,session_count,goal_completion_pct,m_t,v_t,c_t,d_t,m_t_noisy,v_t_noisy,c_t_noisy,d_t_noisy,gdi_score,gdi_state,archetype,label
376.83,1,1,2.42,3,14,10,0.783,0.7537,0.1,0.1,0.3456,0.6674,0.2192,0.0659,0.4083,0.1578,ENGAGED,high_engagement,0
302.29,4,2,2.24,1,10,4,0.299,0.6046,0.4,0.2,0.3205,0.6596,0.3346,0.2306,0.4539,0.0257,WAVERING,moderate_engagement,1
111.3,3,0,0.4,1,5,7,0.466,0.2226,0.3,0.0,0.0565,0.2006,0.2681,0.0185,0.0,0.0121,WAVERING,moderate_engagement,1
204.62,5,9,6.68,0,7,4,0.282,0.4092,0.5,0.9,0.9538,0.487,0.545,0.8814,1.0,-0.4024,SILENT_RECESS,moderate_engagement,2
284.16,2,3,0.3,1,12,4,0.732,0.5683,0.2,0.3,0.0424,0.5721,0.224,0.315,0.0,0.1146,ENGAGED,high_engagement,0
355.76,5,5,3.47,2,15,5,0.451,0.7115,0.5,0.5,0.496,0.6635,0.533,0.3778,0.4209,-0.0642,WAVERING,moderate_engagement,1
410.79,0,3,0.51,0,17,8,0.569,0.8216,0.0,0.3,0.0723,0.7744,0.0864,0.3407,0.0,0.247,ENGAGED,high_engagement,0
109.42,8,6,9.77,1,6,3,0.025,0.2188,0.8,0.6,1.0,0.233,0.7892,0.7126,0.9359,-0.4925,SILENT_RECESS,low_engagement,2
401.24,6,4,7.83,7,16,10,0.386,0.8025,0.6,0.4,1.0,0.8551,0.6067,0.5086,0.9783,-0.179,WAVERING,moderate_engagement,1
126.26,3,3,8.76,0,4,1,0.222,0.2525,0.3,0.3,1.0,0.1991,0.302,0.2758,1.0,-0.319,SILENT_RECESS,low_engagement,2
126.08,2,7,5.98,2,6,1,0.009,0.2522,0.2,0.7,0.8547,0.2464,0.1967,0.7828,0.8098,-0.3355,SILENT_RECESS,low_engagement,2
391.41,0,5,0.47,0,15,4,0.631,0.7828,0.0,0.5,0.0665,0.9442,0.0,0.5107,0.032,0.1932,ENGAGED,high_engagement,0
372.14,4,1,4.77,3,14,6,0.116,0.7443,0.4,0.1,0.6809,0.6555,0.3922,0.0,0.6601,-0.0066,WAVERING,moderate_engagement,1
412.29,2,5,5.06,0,15,3,0.902,0.8246,0.2,0.5,0.7228,0.8473,0.2591,0.5242,0.8225,-0.027,WAVERING,high_engagement,1
44.04,1,8,0.9,0,1,5,0.068,0.0881,0.1,0.8,0.1292,0.082,0.0,0.7897,0.1581,-0.1835,WAVERING,moderate_engagement,1
423.97,0,2,0.7,0,17,4,0.606,0.8479,0.0,0.2,0.0997,0.7971,0.0,0.2162,0.0,0.2693,ENGAGED,high_engagement,0
233.36,6,6,0.32,0,9,1,0.004,0.4667,0.6,0.6,0.0454,0.3619,0.4754,0.4734,0.0,-0.0669,WAVERING,low_engagement,1
364.75,2,0,3.91,10,15,2,0.731,0.7295,0.2,0.0,0.5586,0.6897,0.2811,0.0,0.5712,0.0842,WAVERING,high_engagement,1
252.39,0,2,2.65,7,9,5,0.609,0.5048,0.0,0.2,0.3779,0.508,0.0731,0.2513,0.3618,0.0485,WAVERING,high_engagement,1
282.99,0,1,1.05,8,11,6,0.563,0.566,0.0,0.1,0.1502,0.404,0.0,0.1784,0.16,0.1613,ENGAGED,high_engagement,0
415.03,3,1,0.27,8,15,3,0.509,0.8301,0.3,0.1,0.0385,0.7877,0.2708,0.017,0.1425,0.2405,ENGAGED,high_engagement,0
111.75,5,10,9.63,0,4,4,0.098,0.2235,0.5,1.0,1.0,0.2413,0.4312,1.0,1.0,-0.5106,SILENT_RECESS,low_engagement,2
422.32,1,1,1.84,0,17,6,0.274,0.8446,0.1,0.1,0.2626,1.0,0.1248,0.0745,0.1258,0.2191,ENGAGED,high_engagement,0
76.42,7,1,4.64,0,2,2,0.48,0.1528,0.7,0.1,0.6627,0.261,0.76,0.1499,0.5945,-0.2977,SILENT_RECESS,low_engagement,2
35.88,1,1,2.28,1,0,7,0.477,0.0718,0.1,0.1,0.3261,0.1171,0.1313,0.1663,0.3339,-0.1091,WAVERING,moderate_engagement,1
79.64,10,7,4.85,0,0,2,0.266,0.1593,1.0,0.7,0.6925,0.1411,0.9101,0.6837,0.5983,-0.484,SILENT_RECESS,low_engagement,2
150.41,3,5,3.46,0,6,1,0.156,0.3008,0.3,0.5,0.4944,0.368,0.2521,0.4879,0.33,-0.188,WAVERING,moderate_engagement,1
412.89,1,1,1.92,4,17,9,0.803,0.8258,0.1,0.1,0.2739,0.7047,0.0292,0.0451,0.2874,0.2081,ENGAGED,high_engagement,0
351.2,2,7,2.76,0,14,3,0.236,0.7024,0.2,0.7,0.3943,0.6937,0.1178,0.7948,0.4175,-0.0173,WAVERING,moderate_engagement,1
155.38,0,2,2.26,1,5,4,0.533,0.3108,0.0,0.2,0.323,0.3287,0.1103,0.2607,0.3377,-0.0126,WAVERING,moderate_engagement,1
261.09,8,4,1.22,1,11,8,0.261,0.5222,0.8,0.4,0.1748,0.4964,0.954,0.3491,0.1936,-0.0836,WAVERING,moderate_engagement,1
427.45,0,4,0.08,0,17,5,0.645,0.8549,0.0,0.4,0.0119,0.7968,0.0,0.3483,0.036,0.2584,ENGAGED,high_engagement,0
437.22,1,2,0.36,2,16,8,0.871,0.8744,0.1,0.2,0.0512,0.8842,0.1703,0.0976,0.0144,0.2744,ENGAGED,high_engagement,0
304.76,4,5,8.2,1,12,4,0.004,0.6095,0.4,0.5,1.0,0.6262,0.403,0.5809,0.8823,-0.2362,SILENT_RECESS,low_engagement,2
450.54,1,1,0.71,6,17,8,0.844,0.9011,0.1,0.1,0.1009,0.8248,0.0997,0.02,0.0,0.2901,ENGAGED,high_engagement,0
403.73,1,1,3.63,0,16,2,0.84,0.8075,0.1,0.1,0.5185,0.7902,0.0423,0.2853,0.3722,0.1274,ENGAGED,high_engagement,0
123.72,6,2,13.64,0,3,3,0.207,0.2474,0.6,0.2,1.0,0.3207,0.485,0.1379,0.9588,-0.361,SILENT_RECESS,moderate_engagement,2
371.26,3,0,0.24,0,14,2,0.916,0.7425,0.3,0.0,0.0348,0.812,0.2666,0.1974,0.0,0.2266,ENGAGED,high_engagement,0
231.24,4,3,0.36,3,9,3,0.369,0.4625,0.4,0.3,0.0519,0.3951,0.3345,0.3295,0.0513,0.0294,WAVERING,moderate_engagement,1
291.46,1,1,1.25,2,11,7,0.731,0.5829,0.1,0.1,0.1791,0.682,0.072,0.1011,0.1513,0.1394,ENGAGED,high_engagement,0
417.68,0,2,0.36,6,15,5,0.823,0.8354,0.0,0.2,0.0509,0.9726,0.0,0.1148,0.0,0.2789,ENGAGED,high_engagement,0
474.38,1,4,0.54,2,17,3,0.925,0.9488,0.1,0.4,0.077,0.9749,0.2379,0.3486,0.0519,0.2564,ENGAGED,high_engagement,0
91.8,8,11,2.37,2,3,1,0.071,0.1836,0.8,1.0,0.3391,0.1168,0.766,1.0,0.3405,-0.3883,SILENT_RECESS,low_engagement,2
385.99,2,1,0.26,1,14,9,0.479,0.772,0.2,0.1,0.0369,0.7631,0.2714,0.0871,0.0237,0.2377,ENGAGED,high_engagement,0
355.39,2,4,0.03,2,15,5,0.812,0.7108,0.2,0.4,0.0039,0.7458,0.2549,0.2551,0.0,0.1632,ENGAGED,high_engagement,0
319.44,2,1,3.53,2,13,5,0.946,0.6389,0.2,0.1,0.5039,0.6657,0.2676,0.1768,0.4249,0.0444,WAVERING,high_engagement,1
32.17,6,8,2.29,1,0,1,0.177,0.0643,0.6,0.8,0.327,0.1118,0.6304,0.8424,0.4396,-0.3524,SILENT_RECESS,low_engagement,2
75.18,10,6,1.65,1,2,1,0.222,0.1504,1.0,0.6,0.2357,0.1004,0.943,0.738,0.2854,-0.3306,SILENT_RECESS,low_engagement,2
363.5,5,7,6.76,0,15,6,0.193,0.727,0.5,0.7,0.9655,0.7408,0.5532,0.626,0.7303,-0.2389,SILENT_RECESS,moderate_engagement,2
101.57,8,8,13.65,1,2,3,0.078,0.2031,0.8,0.8,1.0,0.3242,0.6817,0.8621,1.0,-0.5387,SILENT_RECESS,low_engagement,2
123.84,9,8,1.48,0,6,3,0.023,0.2477,0.9,0.8,0.2111,0.1329,0.9593,0.7456,0.2302,-0.3043,SILENT_RECESS,low_engagement,2
29.52,7,7,0.4,0,1,4,0.096,0.059,0.7,0.7,0.0577,0.0,0.5613,0.6662,0.1559,-0.2737,SILENT_RECESS,low_engagement,2
381.52,5,4,7.74,0,16,6,0.844,0.763,0.5,0.4,1.0,0.7906,0.4302,0.3744,0.8715,-0.1748,WAVERING,moderate_engagement,1
447.56,0,2,0.17,7,19,4,0.707,0.8951,0.0,0.2,0.0249,0.875,0.1638,0.2505,0.0,0.3106,ENGAGED,high_engagement,0
331.07,2,2,3.89,0,12,7,0.271,0.6621,0.2,0.2,0.5554,0.5424,0.243,0.2,0.4833,0.0182,WAVERING,moderate_engagement,1
230.84,7,2,0.56,0,8,1,0.007,0.4617,0.7,0.2,0.0798,0.56,0.6883,0.322,0.1049,-0.0193,WAVERING,low_engagement,1
343.67,1,11,14.0,1,11,1,0.005,0.6873,0.1,1.0,1.0,0.8268,0.0304,1.0,0.9696,-0.2451,SILENT_RECESS,low_engagement,2
440.3,3,2,0.22,2,18,2,0.84,0.8806,0.3,0.2,0.0319,1.0,0.4418,0.1944,0.0217,0.2427,ENGAGED,high_engagement,0
438.54,2,0,3.55,1,16,1,0.829,0.8771,0.2,0.0,0.5068,0.7927,0.1244,0.0,0.4978,0.1588,ENGAGED,high_engagement,0
415.91,0,2,1.0,4,16,3,0.615,0.8318,0.0,0.2,0.1434,0.947,0.0,0.0555,0.2104,0.2497,ENGAGED,high_engagement,0
236.35,0,2,7.26,1,9,4,0.248,0.4727,0.0,0.2,1.0,0.4185,0.158,0.1885,1.0,-0.1509,WAVERING,moderate_engagement,1
100.71,8,4,2.5,0,4,4,0.174,0.2014,0.8,0.4,0.3573,0.3543,0.7993,0.1814,0.4042,-0.2666,SILENT_RECESS,low_engagement,2
475.93,2,6,6.53,2,19,8,0.27,0.9519,0.2,0.6,0.9322,1.0,0.3655,0.4212,0.8669,-0.0589,WAVERING,moderate_engagement,1
345.94,1,0,0.24,1,14,4,0.357,0.6919,0.1,0.0,0.0346,0.7031,0.1928,0.0271,0.0068,0.2464,ENGAGED,high_engagement,0
381.03,0,1,0.7,2,16,3,0.408,0.7621,0.0,0.1,0.1006,0.8887,0.0189,0.0975,0.1697,0.2546,ENGAGED,high_engagement,0
284.09,0,6,1.38,2,11,6,0.562,0.5682,0.0,0.6,0.1975,0.6263,0.0688,0.5822,0.1989,0.048,WAVERING,moderate_engagement,1
377.64,1,2,0.22,3,14,5,0.494,0.7553,0.1,0.2,0.0313,0.8303,0.0746,0.2326,0.0733,0.2327,ENGAGED,high_engagement,0
412.5,1,1,0.75,1,15,2,0.749,0.825,0.1,0.1,0.1075,0.9231,0.0928,0.1116,0.0725,0.2577,ENGAGED,high_engagement,0
37.44,3,5,2.5,1,1,2,0.034,0.0749,0.3,0.5,0.3571,0.0,0.2486,0.6136,0.4189,-0.2372,SILENT_RECESS,low_engagement,2
120.78,6,7,1.02,0,6,2,0.062,0.2416,0.6,0.7,0.1452,0.3123,0.6867,0.7436,0.2599,-0.2069,SILENT_RECESS,low_engagement,2
334.58,2,1,3.15,0,14,10,0.883,0.6692,0.2,0.1,0.4498,0.6633,0.1704,0.0072,0.4441,0.0727,WAVERING,high_engagement,1
140.85,4,4,1.57,2,5,7,0.359,0.2817,0.4,0.4,0.2236,0.2818,0.3356,0.3666,0.2966,-0.1144,WAVERING,moderate_engagement,1
197.88,1,5,1.79,0,7,4,0.069,0.3958,0.1,0.5,0.2558,0.3116,0.2788,0.6003,0.2013,-0.0384,WAVERING,moderate_engagement,1
209.23,5,5,3.19,0,7,1,0.011,0.4185,0.5,0.5,0.4561,0.3934,0.5421,0.4997,0.3539,-0.1694,WAVERING,low_engagement,1
196.55,4,10,1.68,3,7,1,0.111,0.3931,0.4,1.0,0.2406,0.3756,0.4164,0.9368,0.2382,-0.1949,WAVERING,low_engagement,1
447.27,3,1,1.88,0,18,5,0.618,0.8945,0.3,0.1,0.2685,1.0,0.2247,0.1084,0.2958,0.1973,ENGAGED,moderate_engagement,0
360.97,0,1,0.38,5,15,6,0.851,0.7219,0.0,0.1,0.0544,0.711,0.0099,0.095,0.1123,0.2525,ENGAGED,high_engagement,0
169.09,1,7,5.04,0,7,3,0.393,0.3382,0.1,0.7,0.7199,0.4981,0.1673,0.7099,0.6763,-0.2407,SILENT_RECESS,moderate_engagement,2
418.66,1,1,2.5,4,14,6,0.798,0.8373,0.1,0.1,0.3565,0.8839,0.0,0.1559,0.3879,0.188,ENGAGED,high_engagement,0
478.33,3,1,1.21,2,20,2,0.742,0.9567,0.3,0.1,0.1726,1.0,0.2804,0.2079,0.0693,0.2509,ENGAGED,high_engagement,0
375.76,2,2,0.31,6,13,4,0.954,0.7515,0.2,0.2,0.0441,0.724,0.2128,0.279,0.055,0.2074,ENGAGED,high_engagement,0
442.57,0,2,0.84,3,16,3,0.673,0.8851,0.0,0.2,0.1199,0.9097,0.0,0.2493,0.0511,0.2781,ENGAGED,high_engagement,0
251.26,5,4,0.05,0,9,6,0.353,0.5025,0.5,0.4,0.0076,0.4631,0.3881,0.4509,0.0298,0.0187,WAVERING,moderate_engagement,1
253.66,0,1,1.17,1,11,5,0.673,0.5073,0.0,0.1,0.1677,0.6592,0.0314,0.0,0.2111,0.1326,ENGAGED,high_engagement,0
457.44,1,1,1.14,0,18,5,0.894,0.9149,0.1,0.1,0.1629,0.8386,0.0168,0.0,0.1307,0.2771,ENGAGED,high_engagement,0
63.04,2,3,1.99,2,3,5,0.446,0.1261,0.2,0.3,0.2836,0.1402,0.0743,0.1837,0.2327,-0.1347,WAVERING,moderate_engagement,1
316.44,1,4,1.05,0,11,8,0.151,0.6329,0.1,0.4,0.1499,0.6084,0.104,0.3741,0.1069,0.1082,ENGAGED,moderate_engagement,0
367.57,5,4,1.64,0,15,4,0.533,0.7351,0.5,0.4,0.234,0.625,0.4604,0.2708,0.2006,0.0439,WAVERING,moderate_engagement,1
397.97,2,2,0.51,0,17,1,0.798,0.7959,0.2,0.2,0.0733,0.8538,0.2859,0.2509,0.2268,0.2164,ENGAGED,moderate_engagement,0
119.66,6,13,1.2,0,5,4,0.041,0.2393,0.6,1.0,0.1721,0.2956,0.5462,1.0,0.212,-0.2759,SILENT_RECESS,low_engagement,2
405.58,1,1,1.83,0,16,4,0.863,0.8112,0.1,0.1,0.2609,0.8927,0.1837,0.1953,0.255,0.2062,ENGAGED,high_engagement,0
275.25,3,3,3.16,1,11,2,0.479,0.5505,0.3,0.3,0.451,0.451,0.4086,0.4004,0.4444,-0.0351,WAVERING,moderate_engagement,1
218.07,4,1,4.68,0,8,7,0.13,0.4361,0.4,0.1,0.6686,0.5092,0.3335,0.0,0.5586,-0.1261,WAVERING,moderate_engagement,1
484.71,0,4,1.07,3,20,3,0.425,0.9694,0.0,0.4,0.1523,1.0,0.07,0.5012,0.2102,0.2621,ENGAGED,high_engagement,0
198.72,2,4,0.42,0,9,4,0.264,0.3974,0.2,0.4,0.0606,0.3803,0.1952,0.559,0.1707,0.0208,WAVERING,moderate_engagement,1
243.74,3,4,0.48,2,9,2,0.87,0.4875,0.3,0.4,0.0685,0.4669,0.4343,0.5746,0.1999,0.0345,WAVERING,high_engagement,1
236.7,1,4,0.15,6,8,6,0.56,0.4734,0.1,0.4,0.0219,0.5884,0.0162,0.4733,0.0,0.0828,WAVERING,moderate_engagement,1
442.99,6,3,2.26,0,17,3,0.287,0.886,0.6,0.3,0.323,0.8743,0.4483,0.338,0.4221,0.0775,WAVERING,moderate_engagement,1
406.52,1,1,0.62,0,16,9,0.919,0.813,0.1,0.1,0.088,0.8079,0.1244,0.035,0.0391,0.2588,ENGAGED,high_engagement,0
232.22,7,4,1.36,0,9,4,0.081,0.4644,0.7,0.4,0.1947,0.5002,0.6016,0.3722,0.1311,-0.0926,WAVERING,moderate_engagement,1
436.91,2,6,0.29,0,17,10,0.522,0.8738,0.2,0.6,0.0408,0.8234,0.1526,0.738,0.0422,0.1773,ENGAGED,high_engagement,0
241.71,3,2,0.17,2,8,2,0.608,0.4834,0.3,0.2,0.0248,0.5213,0.3539,0.2522,0.1272,0.0859,WAVERING,high_engagement,1
438.22,0,3,2.58,5,16,2,0.759,0.8764,0.0,0.3,0.3681,0.8929,0.0,0.2646,0.3798,0.1801,ENGAGED,high_engagement,0
292.95,5,5,0.18,0,11,3,0.219,0.5859,0.5,0.5,0.0256,0.6976,0.4848,0.4202,0.0226,0.0267,WAVERING,moderate_engagement,1
411.94,1,0,2.56,0,16,6,0.91,0.8239,0.1,0.0,0.3653,0.6421,0.1022,0.0,0.4451,0.2,ENGAGED,high_engagement,0
401.45,2,3,0.06,0,15,5,0.282,0.8029,0.2,0.3,0.0088,0.8096,0.2691,0.3396,0.1447,0.2185,ENGAGED,high_engagement,0
344.76,0,6,0.7,1,13,4,0.719,0.6895,0.0,0.6,0.1006,0.6905,0.0,0.5111,0.1074,0.1256,ENGAGED,high_engagement,0
159.6,7,4,0.91,1,7,3,0.217,0.3192,0.7,0.4,0.1298,0.3776,0.6146,0.454,0.2911,-0.1312,WAVERING,low_engagement,1
321.05,5,2,5.51,3,10,9,0.444,0.6421,0.5,0.2,0.7878,0.6323,0.4483,0.1829,0.9607,-0.1195,WAVERING,moderate_engagement,1
359.94,1,3,0.49,2,16,7,0.869,0.7199,0.1,0.3,0.0704,0.6056,0.0918,0.379,0.024,0.1868,ENGAGED,high_engagement,0
164.82,7,6,5.5,1,6,2,0.298,0.3296,0.7,0.6,0.7862,0.3885,0.6895,0.7141,0.6987,-0.364,SILENT_RECESS,low_engagement,2
301.21,0,1,0.06,3,11,5,0.9,0.6024,0.0,0.1,0.0081,0.5613,0.0,0.0833,0.0,0.2185,ENGAGED,high_engagement,0
210.08,3,4,2.64,0,8,1,0.335,0.4202,0.3,0.4,0.3776,0.4192,0.4065,0.4262,0.322,-0.0852,WAVERING,moderate_engagement,1
422.83,1,2,0.21,5,16,8,0.656,0.8457,0.1,0.2,0.0307,0.9445,0.0457,0.1542,0.0,0.2691,ENGAGED,high_engagement,0
413.23,4,6,2.85,2,17,4,0.499,0.8265,0.4,0.6,0.4068,0.7747,0.4778,0.462,0.4586,0.0086,WAVERING,moderate_engagement,1
92.63,5,3,7.84,0,4,1,0.104,0.1853,0.5,0.3,1.0,0.2787,0.5534,0.2957,1.0,-0.3859,SILENT_RECESS,low_engagement,2
315.58,3,1,1.72,9,14,6,0.507,0.6312,0.3,0.1,0.2457,0.7183,0.25,0.0196,0.324,0.0987,WAVERING,moderate_engagement,1
225.27,2,1,1.35,6,8,8,0.746,0.4505,0.2,0.1,0.1924,0.3896,0.1749,0.2471,0.2288,0.0625,WAVERING,high_engagement,1
197.08,5,6,14.0,0,9,3,0.32,0.3942,0.5,0.6,1.0,0.2767,0.5595,0.5399,1.0,-0.3623,SILENT_RECESS,low_engagement,2
229.99,10,11,14.0,1,9,3,0.088,0.46,1.0,1.0,1.0,0.4645,0.9867,0.9317,1.0,-0.516,SILENT_RECESS,low_engagement,2
384.49,5,3,0.27,5,15,5,0.286,0.769,0.5,0.3,0.0386,0.7571,0.5039,0.182,0.0921,0.136,ENGAGED,moderate_engagement,0
481.74,0,2,2.45,1,20,7,0.64,0.9635,0.0,0.2,0.3505,1.0,0.0,0.2524,0.3563,0.2402,ENGAGED,high_engagement,0
185.39,7,8,7.05,1,8,2,0.188,0.3708,0.7,0.8,1.0,0.3464,0.6988,0.6635,1.0,-0.4517,SILENT_RECESS,low_engagement,2
263.84,0,4,0.26,0,12,6,0.799,0.5277,0.0,0.4,0.0378,0.4981,0.0,0.4247,0.1757,0.1197,ENGAGED,high_engagement,0
180.31,6,5,2.53,2,7,6,0.668,0.3606,0.6,0.5,0.3612,0.3819,0.5587,0.6454,0.407,-0.1841,WAVERING,moderate_engagement,1
188.17,2,4,4.99,0,7,3,0.177,0.3763,0.2,0.4,0.7132,0.4273,0.2291,0.3849,0.708,-0.1834,WAVERING,moderate_engagement,1
464.36,2,2,0.5,4,16,4,0.484,0.9287,0.2,0.2,0.0716,0.9113,0.1176,0.22,0.0,0.27,ENGAGED,high_engagement,0
381.59,0,2,0.36,5,15,5,0.849,0.7632,0.0,0.2,0.0508,0.6957,0.021,0.0581,0.0681,0.25,ENGAGED,high_engagement,0
122.03,6,10,4.27,0,3,2,0.155,0.2441,0.6,1.0,0.6106,0.2015,0.6842,0.9723,0.674,-0.4056,SILENT_RECESS,low_engagement,2
267.95,4,2,0.13,0,10,5,0.142,0.5359,0.4,0.2,0.0188,0.454,0.3461,0.0968,0.0503,0.0887,WAVERING,moderate_engagement,1
211.47,1,5,8.64,0,7,5,0.419,0.4229,0.1,0.5,1.0,0.2948,0.0327,0.4222,0.9864,-0.2508,SILENT_RECESS,moderate_engagement,2
432.71,0,2,1.14,4,18,9,0.444,0.8654,0.0,0.2,0.1634,0.8841,0.0,0.0833,0.1592,0.2571,ENGAGED,high_engagement,0
142.75,7,7,3.11,5,6,4,0.098,0.2855,0.7,0.7,0.444,0.3784,0.629,0.7405,0.4361,-0.299,SILENT_RECESS,low_engagement,2
141.84,6,7,2.0,1,3,1,0.006,0.2837,0.6,0.7,0.2862,0.3834,0.5841,0.8634,0.3198,-0.2324,SILENT_RECESS,low_engagement,2
292.93,1,2,0.52,3,10,5,0.94,0.5859,0.1,0.2,0.0742,0.6539,0.087,0.1882,0.0553,0.1521,ENGAGED,high_engagement,0
467.92,1,1,0.16,0,17,8,0.674,0.9358,0.1,0.1,0.0223,0.9245,0.0645,0.0017,0.0,0.3277,ENGAGED,high_engagement,0
187.02,4,5,8.88,3,8,1,0.203,0.374,0.4,0.5,1.0,0.4495,0.3855,0.5927,1.0,-0.3304,SILENT_RECESS,moderate_engagement,2
219.54,3,5,1.52,1,6,7,0.341,0.4391,0.3,0.5,0.2177,0.4859,0.3884,0.5311,0.1871,-0.0497,WAVERING,moderate_engagement,1
82.16,5,6,12.23,0,3,1,0.293,0.1643,0.5,0.6,1.0,0.2535,0.5343,0.6061,1.0,-0.4543,SILENT_RECESS,low_engagement,2
247.81,2,3,5.74,1,10,3,0.409,0.4956,0.2,0.3,0.8201,0.4006,0.1813,0.2161,0.7483,-0.1478,WAVERING,moderate_engagement,1
319.47,7,4,5.86,1,13,3,0.286,0.6389,0.7,0.4,0.8375,0.8496,0.7697,0.4367,0.9536,-0.2157,SILENT_RECESS,moderate_engagement,2
246.17,4,5,3.97,0,8,2,0.253,0.4923,0.4,0.5,0.5666,0.4286,0.3985,0.575,0.4073,-0.153,WAVERING,moderate_engagement,1
234.51,3,11,0.75,0,9,1,0.144,0.469,0.3,1.0,0.1073,0.4594,0.3608,1.0,0.1482,-0.1046,WAVERING,low_engagement,1
434.51,0,1,0.04,0,18,3,0.812,0.869,0.0,0.1,0.006,0.8799,0.0,0.0,0.0,0.3258,ENGAGED,high_engagement,0
354.36,1,0,0.06,1,13,2,0.513,0.7087,0.1,0.0,0.0089,0.9879,0.0256,0.0,0.0,0.2608,ENGAGED,high_engagement,0
197.14,5,4,7.09,3,8,4,0.007,0.3943,0.5,0.4,1.0,0.4407,0.4712,0.4938,1.0,-0.3223,SILENT_RECESS,low_engagement,2
196.22,2,7,3.52,1,6,3,0.168,0.3924,0.2,0.7,0.5028,0.4609,0.0893,0.6425,0.5439,-0.1739,WAVERING,low_engagement,1
332.85,4,5,6.16,0,16,5,0.345,0.6657,0.4,0.5,0.8799,0.638,0.3141,0.6341,0.8571,-0.1777,WAVERING,moderate_engagement,1
287.59,2,4,1.25,1,9,2,0.177,0.5752,0.2,0.4,0.179,0.445,0.1198,0.4864,0.1712,0.0564,WAVERING,moderate_engagement,1
130.44,10,5,14.0,0,4,4,0.015,0.2609,1.0,0.5,1.0,0.2676,1.0,0.5928,1.0,-0.4956,SILENT_RECESS,low_engagement,2
173.36,5,2,4.82,1,7,9,0.692,0.3467,0.5,0.2,0.6886,0.2752,0.6226,0.2313,0.7015,-0.2079,SILENT_RECESS,moderate_engagement,2
383.67,2,2,2.09,5,14,5,0.403,0.7673,0.2,0.2,0.299,0.7814,0.2099,0.1213,0.3053,0.1372,ENGAGED,high_engagement,0
484.85,1,4,0.02,0,18,3,0.582,0.9697,0.1,0.4,0.0031,0.9358,0.0896,0.4967,0.077,0.287,ENGAGED,high_engagement,0
292.56,4,6,0.87,0,11,10,0.25,0.5851,0.4,0.6,0.1246,0.6154,0.3108,0.5312,0.0905,-0.0033,WAVERING,moderate_engagement,1
28.32,9,11,2.24,2,0,4,0.13,0.0566,0.9,1.0,0.3203,0.0,0.8925,1.0,0.2883,-0.4534,SILENT_RECESS,low_engagement,2
425.05,1,2,0.5,4,16,7,0.74,0.8501,0.1,0.2,0.0718,0.8057,0.0,0.2094,0.1,0.2585,ENGAGED,high_engagement,0
271.0,2,1,2.15,1,12,1,0.574,0.542,0.2,0.1,0.3074,0.3493,0.0724,0.087,0.2646,0.0646,WAVERING,high_engagement,1
354.88,0,4,0.79,2,13,3,0.857,0.7098,0.0,0.4,0.1129,0.7933,0.0015,0.3918,0.1242,0.17,ENGAGED,high_engagement,0
253.86,5,2,5.01,0,9,1,0.006,0.5077,0.5,0.2,0.7156,0.2554,0.5669,0.2276,0.6402,-0.1516,WAVERING,low_engagement,1
408.58,3,3,0.48,11,17,5,0.784,0.8172,0.3,0.3,0.0688,0.7985,0.3844,0.339,0.159,0.1862,ENGAGED,high_engagement,0
392.23,4,4,2.9,0,15,9,0.523,0.7845,0.4,0.4,0.4144,0.6688,0.4166,0.5294,0.2739,0.0295,WAVERING,moderate_engagement,1
434.66,1,5,0.31,6,16,5,0.847,0.8693,0.1,0.5,0.0439,1.0,0.2433,0.5533,0.2005,0.2146,ENGAGED,high_engagement,0
235.16,2,4,2.73,0,8,5,0.477,0.4703,0.2,0.4,0.3898,0.3186,0.2523,0.4294,0.51,-0.0488,WAVERING,moderate_engagement,1
137.11,5,5,0.39,2,5,6,0.245,0.2742,0.5,0.5,0.0561,0.3602,0.4421,0.5656,0.0,-0.1071,WAVERING,moderate_engagement,1
36.02,9,7,14.0,4,0,1,0.037,0.072,0.9,0.7,1.0,0.022,0.9505,0.7152,1.0,-0.5912,SILENT_RECESS,low_engagement,2
407.65,1,2,1.57,0,15,4,0.518,0.8153,0.1,0.2,0.2238,0.9199,0.0305,0.3963,0.3055,0.199,ENGAGED,high_engagement,0
371.34,1,3,1.3,1,13,9,0.618,0.7427,0.1,0.3,0.1852,0.7091,0.2601,0.1745,0.3075,0.1615,ENGAGED,high_engagement,0
296.93,0,1,1.85,7,11,8,0.494,0.5939,0.0,0.1,0.2643,0.7801,0.1132,0.1029,0.3417,0.1382,ENGAGED,high_engagement,0
287.19,0,1,2.58,0,10,4,0.865,0.5744,0.0,0.1,0.3692,0.4887,0.0,0.0112,0.4355,0.099,WAVERING,high_engagement,1
254.2,4,4,0.21,0,11,8,0.26,0.5084,0.4,0.4,0.0299,0.5898,0.4092,0.5483,0.0953,0.0344,WAVERING,moderate_engagement,1
41.42,3,4,2.39,4,1,1,0.033,0.0828,0.3,0.4,0.341,0.0,0.2062,0.4226,0.3602,-0.2092,SILENT_RECESS,low_engagement,2
210.99,1,2,0.11,1,7,6,0.518,0.422,0.1,0.2,0.016,0.4325,0.1926,0.1898,0.0,0.104,ENGAGED,high_engagement,0
333.25,3,1,0.17,0,14,5,0.768,0.6665,0.3,0.1,0.0242,0.7273,0.3622,0.1759,0.0178,0.1794,ENGAGED,moderate_engagement,0
